WORD,ID,INVERSE DOCUMENT FREQUENCY
appr,344,6.3818160174060985
appreciate,345,4.338742119897137
appreciated,346,5.236683713103096
appreciation,347,6.130501589125192
apprise,348,6.5359666972333565
apprised,349,6.7182882540273114
approach,350,5.688668836846153
appropriate,351,4.5435365325431505
appropriately,352,6.248284624781576
approval,353,4.233381604239311
approve,354,5.236683713103096
approved,355,4.376482447879984
approx,356,5.149672336113466
approximate,357,6.130501589125192
approximateiy,358,7.6345789859014666
approximately,359,4.216852302288101
apps,360,7.229113877793302
apr,361,5.236683713103096
april,362,3.233975965654649
aqua,363,6.941431805341521
aquarius,364,6.7182882540273114
aquila,365,5.494512822405196
ar,366,6.7182882540273114
arabia,367,6.941431805341521
arafat,368,6.7182882540273114
archaic,369,6.7182882540273114
archer,370,4.638846712347475
architect,371,5.762776808999875
architectural,372,6.7182882540273114
architecture,373,6.248284624781576
archive,374,6.941431805341521
arduous,375,6.7182882540273114
area,376,3.7427586877908396
arena,377,6.941431805341521
areveffo,378,6.7182882540273114
argue,379,6.5359666972333565
argus,380,6.941431805341521
arial,381,5.842819516673411
arise,382,6.248284624781576
arizona,383,6.941431805341521
arm,384,6.130501589125192
armstrong,385,6.130501589125192
army,386,6.5359666972333565
around,387,3.7844313841914077
arrange,388,5.929830893663041
arranged,389,6.3818160174060985
arrangement,390,4.0650462894200965
arrival,391,6.941431805341521
arrive,392,5.842819516673411
arrived,393,6.5359666972333565
arrives,394,6.941431805341521
arrow,395,6.7182882540273114
arsine,396,6.941431805341521
art,397,5.383287187294971
arthritis,398,6.7182882540273114
arthur,399,6.3818160174060985
article,400,5.929830893663041
artist,401,7.229113877793302
artiste,402,7.6345789859014666
artprice,403,7.6345789859014666
artwork,404,6.3818160174060985
arty,405,6.7182882540273114
as,406,6.248284624781576
asap,407,4.250188722555692
ascii,408,5.55513744422163
ashland,409,6.7182882540273114
ashley,410,6.248284624781576
asia,411,5.688668836846153
aside,412,6.025141073467366
ask,413,4.138071424434986
asked,414,4.16884308310174
asking,415,4.664164520331765
asp,416,6.025141073467366
aspect,417,5.619675965359201
aspermont,418,7.6345789859014666
asphyxiate,419,6.7182882540273114
ass,420,6.941431805341521
assessed,421,6.5359666972333565
assessment,422,6.5359666972333565
asset,423,4.250188722555692
assign,424,5.842819516673411
assigned,425,5.236683713103096
assignment,426,4.664164520331765
assist,427,4.3574342529092895
assistance,428,4.233381604239311
assistant,429,5.331993892907421
assisting,430,6.130501589125192
associate,431,5.383287187294971
associated,432,4.376482447879984
association,433,5.619675965359201
assume,434,5.236683713103096
assumed,435,6.130501589125192
assuming,436,5.149672336113466
assumption,437,4.5435365325431505
assurance,438,5.55513744422163
assure,439,6.130501589125192
assured,440,5.2832037287379885
astonish,441,6.7182882540273114
asylum,442,6.3818160174060985
ate,443,6.7182882540273114
ativan,444,6.248284624781576
atkins,445,6.7182882540273114
atlanta,446,6.5359666972333565
atlantis,447,8.327726166461412
atleast,448,5.192231950532262
atmic,449,7.229113877793302
atmospheric,450,6.7182882540273114
atp,451,7.6345789859014666
atr,452,8.327726166461412
attach,453,6.130501589125192
attached,454,1.7695283636491428
attachment,455,5.4373544085652465
attack,456,5.688668836846153
attempt,457,5.192231950532262
attempting,458,6.3818160174060985
attend,459,4.831218604994931
attended,460,6.941431805341521
attendee,461,6.7182882540273114
attending,462,5.929830893663041
attention,463,4.250188722555692
attl,464,5.494512822405196
attn,465,6.248284624781576
attorney,466,6.3818160174060985
attract,467,6.130501589125192
attraction,468,6.941431805341521
attractive,469,6.130501589125192
auburndale,470,6.5359666972333565
auction,471,6.130501589125192
audience,472,5.688668836846153
audio,473,5.929830893663041
audit,474,5.619675965359201
audition,475,7.6345789859014666
auditor,476,5.929830893663041
audrey,477,6.248284624781576
aug,478,4.893738961976265
august,479,3.2217806925608308
austin,480,5.108850341593211
australia,481,5.494512822405196
australian,482,7.229113877793302
authentic,483,6.7182882540273114
author,484,6.025141073467366
authority,485,5.383287187294971
authorized,486,6.5359666972333565
auto,487,5.494512822405196
autodesk,488,6.130501589125192
automated,489,6.3818160174060985
automatic,490,6.7182882540273114
automatically,491,5.108850341593211
avaiiabie,492,6.5359666972333565
avaiiable,493,6.3818160174060985
avail,494,5.2832037287379885
availabie,495,6.941431805341521
availability,496,4.093619661864152
available,497,2.806265248599165
ave,498,5.842819516673411
avec,499,7.6345789859014666
avenue,500,6.7182882540273114
average,501,4.744207228005301
avg,502,6.025141073467366
avila,503,4.435905868350785
avoid,504,4.893738961976265
avoidance,505,6.941431805341521
await,506,6.248284624781576
awaiting,507,6.3818160174060985
awake,508,6.941431805341521
award,509,5.383287187294971
awarded,510,6.3818160174060985
aware,511,4.0650462894200965
away,512,4.338742119897137
awesome,513,6.130501589125192
awhile,514,6.130501589125192
axle,515,7.6345789859014666
aye,516,6.7182882540273114
azimuthal,517,7.6345789859014666
azurix,518,6.941431805341521
babe,519,6.248284624781576
baby,520,5.2832037287379885
babysit,521,6.7182882540273114
bac,522,6.7182882540273114
bachelor,523,6.130501589125192
back,524,2.4958436891778946
backed,525,6.025141073467366
backgammon,526,8.327726166461412
background,527,5.688668836846153
backlog,528,6.3818160174060985
backup,529,6.248284624781576
backwards,530,6.5359666972333565
bad,531,4.566526050767849
badge,532,6.7182882540273114
badly,533,6.5359666972333565
bag,534,6.5359666972333565
bahamas,535,6.7182882540273114
baker,536,6.7182882540273114
bakery,537,6.7182882540273114
balance,538,4.233381604239311
balanced,539,5.55513744422163
balancing,540,6.3818160174060985
balfour,541,5.619675965359201
ball,542,5.331993892907421
ballard,543,6.5359666972333565
ballot,544,6.130501589125192
balustrade,545,6.7182882540273114
bamako,546,7.6345789859014666
bammel,547,5.108850341593211
bandwidth,548,6.3818160174060985
bane,549,5.069629628439929
bang,550,6.7182882540273114
banister,551,7.6345789859014666
bank,552,4.395900533737086
banking,553,5.494512822405196
bankrupt,554,6.5359666972333565
bankruptcy,555,5.383287187294971
bar,556,5.619675965359201
barbara,557,5.929830893663041
barcelona,558,6.3818160174060985
barnes,559,6.5359666972333565
barnett,560,6.941431805341521
baron,561,6.248284624781576
barrel,562,6.7182882540273114
barrett,563,6.248284624781576
barring,564,6.7182882540273114
barry,565,6.248284624781576
base,566,4.1845914400698785
baseboard,567,7.229113877793302
based,568,3.0807020943009253
baseload,569,4.831218604994931
basetxt,570,8.327726166461412
basic,571,6.130501589125192
basically,572,6.7182882540273114
basin,573,6.130501589125192
basis,574,4.023661073257242
basket,575,6.5359666972333565
basketball,576,6.248284624781576
bass,577,5.55513744422163
bassinet,578,6.7182882540273114
batch,579,5.619675965359201
batchelder,580,7.6345789859014666
bath,581,6.7182882540273114
battery,582,5.688668836846153
battle,583,6.941431805341521
baumbach,584,4.1845914400698785
bauxite,585,6.7182882540273114
bav,586,5.762776808999875
baxter,587,5.236683713103096
bay,588,5.842819516673411
bayer,589,6.7182882540273114
bayou,590,6.248284624781576
bayport,591,6.7182882540273114
baytown,592,6.7182882540273114
bazaar,593,7.229113877793302
bci,594,8.327726166461412
beach,595,5.494512822405196
bear,596,5.762776808999875
beard,597,6.248284624781576
beat,598,6.3818160174060985
beaty,599,4.521063676691091
beau,600,6.7182882540273114
beaumont,601,4.153338896565774
beautiful,602,5.842819516673411
beauty,603,5.842819516673411
became,604,6.025141073467366
beck,605,4.80136564184525
beckon,606,6.7182882540273114
becky,607,5.929830893663041
become,608,4.4157031610332655
becomes,609,5.842819516673411
becoming,610,6.130501589125192
bed,611,5.4373544085652465
beemer,612,5.2832037287379885
beer,613,6.5359666972333565
began,614,5.236683713103096
begin,615,3.8279164961311465
beginning,616,3.72255598047332
begun,617,5.762776808999875
behalf,618,4.744207228005301
behavior,619,6.3818160174060985
behind,620,4.772378104971998
beiieves,621,6.248284624781576
bel,622,6.7182882540273114
belch,623,6.7182882540273114
belief,624,4.499084769972317
believe,625,3.460191716005829
believed,626,6.025141073467366
belize,627,5.494512822405196
bell,628,6.130501589125192
bellamy,629,4.4157031610332655
bellow,630,6.7182882540273114
beloit,631,6.7182882540273114
belong,632,6.130501589125192
belongs,633,6.248284624781576
beman,634,6.7182882540273114
ben,635,6.025141073467366
bender,636,7.6345789859014666
beneath,637,6.7182882540273114
benedict,638,5.383287187294971
beneficial,639,5.929830893663041
beneficiary,640,6.025141073467366
benefit,641,4.566526050767849
benin,642,8.327726166461412
benjamin,643,6.5359666972333565
bennett,644,5.762776808999875
bennick,645,6.5359666972333565
benoit,646,4.80136564184525
bequest,647,6.5359666972333565
berke,648,6.7182882540273114
bernstein,649,6.7182882540273114
bertram,650,6.3818160174060985
best,651,2.8264679559166845
bet,652,6.130501589125192
beth,653,5.688668836846153
better,654,3.7738492748608707
betty,655,6.7182882540273114
bev,656,5.55513744422163
beverly,657,4.477578564751353
beware,658,6.5359666972333565
beyond,659,5.4373544085652465
bezel,660,6.941431805341521
bgcolor,661,5.619675965359201
bherod,662,6.7182882540273114
bias,663,5.383287187294971
bibi,664,6.5359666972333565
bible,665,6.5359666972333565
bicameral,666,6.941431805341521
bid,667,5.2832037287379885
bidweek,668,6.130501589125192
biel,669,8.327726166461412
big,670,4.093619661864152
bigger,671,6.025141073467366
biggest,672,5.619675965359201
biilion,673,6.941431805341521
bilberry,674,6.5359666972333565
bilharziasis,675,6.941431805341521
bilinear,676,6.7182882540273114
bill,677,3.95827831399439
billed,678,4.744207228005301
billing,679,4.80136564184525
billion,680,5.236683713103096
billy,681,6.7182882540273114
bin,682,6.5359666972333565
binary,683,6.7182882540273114
bingham,684,6.7182882540273114
bingo,685,7.6345789859014666
bingoline,686,8.327726166461412
bio,687,8.327726166461412
biochemic,688,6.941431805341521
bioelectronics,689,8.327726166461412
biosphere,690,7.229113877793302
biota,691,7.229113877793302
bird,692,5.842819516673411
birk,693,6.7182882540273114
birth,694,6.5359666972333565
birthday,695,6.5359666972333565
birthright,696,6.941431805341521
bit,697,4.638846712347475
bitch,698,6.7182882540273114
biz,699,4.16884308310174
bjd,700,7.229113877793302
black,701,4.926528784799256
blackout,702,6.5359666972333565
blake,703,6.3818160174060985
blanca,704,6.7182882540273114
blanchard,705,6.025141073467366
bland,706,6.7182882540273114
blank,707,4.960430336474937
blast,708,6.130501589125192
blay,709,6.025141073467366
bleed,710,8.327726166461412
bless,711,6.7182882540273114
blest,712,6.5359666972333565
blevins,713,6.130501589125192
blink,714,6.941431805341521
block,715,5.619675965359201
blockbuster,716,7.6345789859014666
blocker,717,6.7182882540273114
blocky,718,6.7182882540273114
blood,719,5.55513744422163
blow,720,6.025141073467366
blown,721,6.5359666972333565
blue,722,5.494512822405196
bluish,723,6.7182882540273114
bluster,724,6.7182882540273114
blustery,725,6.7182882540273114
blvd,726,5.2832037287379885
bmar,727,7.229113877793302
bmw,728,6.5359666972333565
boa,729,4.614154099757104
board,730,5.031889300457083
boat,731,6.3818160174060985
boatload,732,7.6345789859014666
boatman,733,6.7182882540273114
bob,734,2.64414639912273
bobbie,735,6.7182882540273114
bobby,736,4.926528784799256
boca,737,6.5359666972333565
bod,738,8.327726166461412
body,739,4.153338896565774
bold,740,6.248284624781576
bolivia,741,7.229113877793302
bolt,742,7.6345789859014666
bonded,743,7.229113877793302
bondsman,744,6.941431805341521
bone,745,6.130501589125192
bonus,746,5.619675965359201
book,747,3.9969928261750804
bookbind,748,6.7182882540273114
booked,749,4.566526050767849
bookend,750,6.7182882540273114
booking,751,6.7182882540273114
boom,752,6.5359666972333565
boost,753,5.688668836846153
boot,754,6.7182882540273114
border,755,5.069629628439929
borland,756,6.025141073467366
born,757,6.3818160174060985
borrow,758,6.7182882540273114
bos,759,6.7182882540273114
bose,760,7.229113877793302
boston,761,6.941431805341521
bottle,762,5.842819516673411
bottom,763,4.926528784799256
boudar,764,6.5359666972333565
bought,765,4.664164520331765
boule,766,6.7182882540273114
boulevard,767,5.842819516673411
bounce,768,6.130501589125192
bound,769,6.7182882540273114
boundary,770,6.025141073467366
bow,771,6.5359666972333565
bowen,772,5.383287187294971
bowl,773,6.3818160174060985
bowman,774,6.7182882540273114
box,775,4.108218461285305
boy,776,5.55513744422163
bra,777,7.6345789859014666
braband,778,5.031889300457083
brackett,779,6.130501589125192
bractive,780,8.327726166461412
brad,781,5.4373544085652465
bradford,782,6.7182882540273114
bradley,783,6.7182882540273114
brain,784,5.929830893663041
bramble,785,6.7182882540273114
branch,786,6.7182882540273114
brand,787,4.233381604239311
branded,788,7.229113877793302
brandee,789,7.229113877793302
brandon,790,6.7182882540273114
brandywine,791,5.2832037287379885
brant,792,6.248284624781576
bravado,793,6.7182882540273114
brave,794,6.941431805341521
brazaitis,795,6.7182882540273114
brazil,796,6.941431805341521
brazoria,797,6.7182882540273114
brazos,798,5.383287187294971
brbr,799,6.025141073467366
break,800,5.331993892907421
breakdown,801,6.130501589125192
breakfast,802,6.5359666972333565
breaking,803,5.688668836846153
breakout,804,5.688668836846153
breast,805,6.941431805341521
breastplate,806,6.3818160174060985
brenda,807,3.8733788702079037
brendan,808,8.327726166461412
brennan,809,5.383287187294971
brent,810,4.831218604994931
breslau,811,6.5359666972333565
bretz,812,5.2832037287379885
brex,813,6.7182882540273114
brfont,814,6.7182882540273114
brian,815,3.861818047806828
bridegroom,816,7.6345789859014666
bridge,817,4.477578564751353
bridgeback,818,7.229113877793302
bridged,819,6.7182882540273114
bridgeline,820,6.7182882540273114
bridging,821,6.941431805341521
brief,822,5.331993892907421
briefly,823,6.5359666972333565
briley,824,4.893738961976265
bring,825,4.233381604239311
bringing,826,5.494512822405196
brings,827,6.7182882540273114
british,828,6.3818160174060985
broad,829,6.3818160174060985
broadband,830,5.494512822405196
broadcasting,831,7.229113877793302
broadway,832,6.7182882540273114
brochure,833,6.7182882540273114
broken,834,6.025141073467366
broker,835,4.893738961976265
brokerage,836,6.130501589125192
brokered,837,5.929830893663041
bronco,838,6.5359666972333565
broomcorn,839,6.941431805341521
broth,840,6.5359666972333565
brother,841,5.619675965359201
brought,842,5.2832037287379885
brown,843,4.80136564184525
browse,844,6.7182882540273114
browser,845,4.093619661864152
brrating,846,8.327726166461412
bruce,847,4.45652515555352
bryan,848,4.233381604239311
bryce,849,5.4373544085652465
btu,850,4.376482447879984
bubert,851,6.248284624781576
buchanan,852,6.5359666972333565
buck,853,5.4373544085652465
buckley,854,5.4373544085652465
bucolic,855,6.941431805341521
buddy,856,5.929830893663041
budget,857,5.236683713103096
buffet,858,6.7182882540273114
buffett,859,7.6345789859014666
bug,860,6.7182882540273114
bugle,861,6.7182882540273114
build,862,4.861990263661685
builder,863,6.5359666972333565
building,864,4.960430336474937
built,865,5.4373544085652465
bulk,866,5.619675965359201
bull,867,6.7182882540273114
bulletin,868,6.248284624781576
bump,869,6.7182882540273114
bundle,870,6.5359666972333565
bunny,871,7.6345789859014666
buoy,872,6.941431805341521
bupropion,873,6.3818160174060985
burchfield,874,6.941431805341521
burdock,875,6.941431805341521
buried,876,6.3818160174060985
burke,877,6.3818160174060985
burn,878,5.331993892907421
burning,879,6.3818160174060985
burp,880,6.7182882540273114
burst,881,6.3818160174060985
bus,882,5.842819516673411
busby,883,6.7182882540273114
bush,884,5.929830893663041
business,885,3.009606172617195
buspar,886,6.248284624781576
bussell,887,6.3818160174060985
busy,888,5.4373544085652465
butalbital,889,6.3818160174060985
butane,890,6.5359666972333565
button,891,5.069629628439929
buy,892,3.310446329646487
buyback,893,4.023661073257242
buyer,894,4.664164520331765
buying,895,4.690140006735025
buzzing,896,7.229113877793302
bvjkiu,897,8.327726166461412
bye,898,5.688668836846153
bypass,899,6.130501589125192
byroad,900,6.5359666972333565
byte,901,6.7182882540273114
byzantine,902,6.7182882540273114
bze,903,6.7182882540273114
ca,904,4.521063676691091
cabinet,905,6.5359666972333565
cable,906,5.236683713103096
caffeine,907,6.248284624781576
cakewalk,908,6.5359666972333565
cal,909,5.331993892907421
calamity,910,6.7182882540273114
calcite,911,6.7182882540273114
calculable,912,7.6345789859014666
calculate,913,6.3818160174060985
calculating,914,6.7182882540273114
calculation,915,5.929830893663041
calendar,916,4.744207228005301
calgary,917,6.7182882540273114
california,918,5.762776808999875
call,919,2.234156396416276
called,920,3.861818047806828
calling,921,4.716808253817187
calorized,922,6.248284624781576
calpine,923,4.267283155914992
calvert,924,6.248284624781576
calvin,925,6.7182882540273114
cam,926,6.941431805341521
camcorder,927,7.229113877793302
camden,928,5.842819516673411
came,929,4.590056548178043
camera,930,5.494512822405196
cameraman,931,6.7182882540273114
cameron,932,6.248284624781576
camille,933,6.5359666972333565
camlem,934,7.6345789859014666
camp,935,3.72255598047332
campaign,936,5.236683713103096
campbell,937,6.7182882540273114
campos,938,6.3818160174060985
campus,939,6.3818160174060985
canaan,940,8.327726166461412
canada,941,4.079230924412053
canadian,942,6.130501589125192
canales,943,6.941431805341521
cancel,944,6.248284624781576
cancelled,945,5.842819516673411
cancer,946,5.929830893663041
candace,947,6.7182882540273114
candidate,948,5.929830893663041
candy,949,6.3818160174060985
canm,950,8.327726166461412
cannon,951,6.130501589125192
cannot,952,3.9088855586648137
canon,953,4.861990263661685
canopy,954,6.941431805341521
cantrell,955,6.130501589125192
canvas,956,6.5359666972333565
cap,957,4.960430336474937
capability,958,5.108850341593211
capable,959,6.5359666972333565
capacity,960,4.995521656286208
capital,961,4.010238052925101
capsule,962,6.248284624781576
captain,963,6.941431805341521
capture,964,4.831218604994931
captured,965,6.025141073467366
car,966,5.069629628439929
carbaugh,967,7.229113877793302
carbide,968,5.619675965359201
card,969,4.302374475726262
cardinal,970,6.7182882540273114
care,971,4.302374475726262
career,972,6.248284624781576
careful,973,6.5359666972333565
carefully,974,5.619675965359201
carey,975,6.130501589125192
cargo,976,6.941431805341521
caribbean,977,6.130501589125192
carisoprodol,978,6.248284624781576
carl,979,6.941431805341521
carla,980,6.941431805341521
carlos,981,3.5402344236793657
carol,982,5.929830893663041
carolina,983,6.248284624781576
carolyn,984,6.5359666972333565
carrie,985,5.842819516673411
carried,986,6.025141073467366
carrier,987,6.130501589125192
carriere,988,5.236683713103096
carry,989,4.590056548178043
carrying,990,6.941431805341521
cart,991,5.494512822405196
